"_id","lorg_org_id","lorg_cat_id"
"53992","12209","3810"
"53993","12507","2320"
"53994","12507","3040"
"53995","12507","3530"
"53996","12507","4140"
"53997","11879","3820"
"53998","9532","3040"
"53999","9532","4140"
"54000","9532","4220"
"54001","10529","2550"
"54004","7074","980"
"54005","7074","2900"
"54006","2220","1490"
"54007","2220","4280"
"54008","2342","1490"
"54009","6221","1490"
"54010","6221","4030"
"54011","6488","940"
"54012","6488","2970"
"54013","3281","3720"
"54020","717","3040"
"54021","717","4220"
"54022","12384","1770"
"54023","12384","2550"
"54024","12384","4910"
"54025","9803","2970"
"54026","9803","3340"
"54027","2333","1490"
"54028","8985","4950"
"54029","7310","980"
"54030","7310","2900"
"54031","7310","2970"
"54036","1433","4940"
"54037","12481","980"
"54038","12481","2900"
"54039","12481","2970"
"54043","11933","510"
"54044","4243","2450"
"54045","4243","3120"
"54049","11188","4994"
"54050","1715","3730"
"54051","3918","3810"
"54052","5353","4977"
"54067","11452","2280"
"54068","11452","3810"
"54069","1002","740"
"54070","1002","1110"
"54071","1002","3420"
"54075","8769","1530"
"54076","8769","4380"
"54077","12273","860"
"54078","9378","860"
"54079","11222","1530"
"54080","10832","3400"
"54083","10817","1530"
"54084","28","1530"
"54085","7672","4220"
"54086","1627","3810"
"54088","7665","4440"
"54089","12059","2160"
"54090","12059","4560"
"54091","7619","3020"
"54094","672","1370"
"54095","11997","3070"
"54096","11997","3400"
"54097","7300","1530"
"54098","9724","3340"
"54099","12020","3780"
"54100","1651","2200"
"54101","1651","3420"
"54102","12531","2970"
"54104","10687","2360"
"54107","9856","3720"
"54108","11920","1530"
"54109","11920","2900"
"54110","11920","2970"
"54111","11920","2980"
"54112","9068","3810"
"54113","2116","1560"
"54114","8751","3090"
"54115","10874","2610"
"54117","8907","980"
"54118","8907","2970"
"54119","11535","3810"
"54120","10671","3090"
"54121","118","4950"
"54122","8901","3810"
"54124","8726","3810"
"54128","11322","980"
"54129","11322","1530"
"54130","11322","2900"
"54131","11322","2970"
"54132","11322","2980"
"54133","12050","3810"
"54134","7438","980"
"54135","7438","2970"
"54137","11194","3280"
"54138","8302","3810"
"54139","8302","4590"
"54141","2419","3720"
"54145","12382","3400"
"54146","9332","3810"
"54147","8720","3810"
"54152","8633","3810"
"54153","9867","3810"
"54160","6949","2760"
"54161","7906","2550"
"54163","8107","1740"
"54169","3159","4590"
"54170","8685","1240"
"54171","8685","1510"
"54172","8685","3280"
"54173","8685","4090"
"54174","9692","3350"
"54175","9692","4090"
"54176","9692","4710"
"54177","9692","4910"
"54185","2004","3830"
"54186","8038","3830"
"54187","8038","4976"
"54188","11274","940"
"54189","12303","940"
"54192","10803","4590"
"54193","10766","2970"
"54194","10766","2980"
"54195","8047","2900"
"54196","11758","4940"
"54197","7581","980"
"54198","7581","2900"
"54199","7581","2970"
"54205","7096","500"
"54206","7097","500"
"54207","4487","699"
"54208","4487","2100"
"54209","4487","2200"
"54210","4487","3500"
"54211","2515","4520"
"54212","9212","840"
"54213","9212","2360"
"54214","9212","4560"
"54215","9212","4690"
"54225","9572","2020"
"54231","9694","2900"
"54233","9890","980"
"54234","9890","2900"
"54235","12177","610"
"54236","45","4120"
"54238","3830","4120"
"54239","10786","980"
"54240","10786","2970"
"54241","12477","3810"
"54242","9054","740"
"54243","9054","4120"
"54244","11164","940"
"54245","11164","980"
"54246","11164","2970"
"54247","3645","1530"
"54248","3645","1570"
"54249","3645","4380"
"54251","12230","980"
"54252","12230","2970"
"54253","12230","2980"
"54257","7239","700"
"54258","8793","2900"
"54259","8933","2970"
"54260","8743","1530"
"54261","8744","2980"
"54262","3832","980"
"54263","3832","2970"
"54264","7847","3070"
"54265","7847","3400"
"54266","8760","1530"
"54267","2628","3720"
"54268","2628","4030"
"54269","11615","1600"
"54270","11615","4984"
"54272","8732","3720"
"54276","3166","2120"
"54278","7877","3810"
"54279","11192","1530"
"54280","11192","2900"
"54281","7617","3810"
"54282","8725","3810"
"54287","11506","3730"
"54288","7635","3420"
"54289","9257","980"
"54290","9257","2900"
"54291","9257","2970"
"54292","8102","1530"
"54293","8102","1570"
"54294","8102","1590"
"54295","6787","3720"
"54296","11776","4610"
"54297","9355","4590"
"54300","3123","1660"
"54303","12323","2900"
"54304","12323","2980"
"54307","880","830"
"54308","11700","2550"
"54310","7770","2760"
"54311","6758","4120"
"54314","2046","1540"
"54315","2046","3820"
"54317","2959","3060"
"54319","7245","980"
"54320","7245","2970"
"54323","9555","3840"
"54326","3079","4120"
"54331","2249","4820"
"54332","10608","3050"
"54333","10608","3840"
"54334","10981","3810"
"54336","6597","3950"
"54337","6597","3960"
"54342","11596","3840"
"54343","12509","2370"
"54344","12509","3390"
"54345","12509","3395"
"54346","8837","2980"
"54347","11567","1120"
"54348","11567","3850"
"54356","7057","3040"
"54357","7057","3850"
"54358","7057","4200"
"54359","7057","4220"
"54363","11536","630"
"54364","11536","1110"
"54365","11536","1680"
"54366","11536","1930"
"54367","11536","2040"
"54368","11536","2420"
"54369","11536","4470"
"54370","11113","4820"
"54374","8794","2900"
"54375","8794","2970"
"54376","9873","3400"
"54377","9873","4260"
"54378","2256","4760"
"54379","12129","1600"
"54380","12129","3430"
"54381","12129","4220"
"54382","9329","2550"
"54383","6193","3420"
"54384","6248","940"
"54385","6248","2970"
"54387","10848","3820"
"54388","7762","1700"
"54399","11118","1540"
"54400","4472","1530"
"54401","4472","1570"
"54402","4472","1590"
"54403","4472","2090"
"54404","2389","3170"
"54407","10838","1370"
"54409","7561","870"
"54410","7561","920"
"54414","12556","2540"
"54415","9913","4610"
"54416","12340","4994"
"54420","11157","4994"
"54421","3701","4994"
"54422","10992","800"
"54423","10992","4994"
"54424","10875","1370"
"54426","10856","1120"
"54428","9704","3810"
"54430","2106","1560"
"54431","11884","610"
"54433","7422","3640"
"54434","7422","3700"
"54435","8865","3950"
"54436","12281","3950"
"54437","12282","3950"
"54438","12283","3950"
"54439","3920","2280"
"54440","580","890"
"54441","580","900"
"54443","1088","2180"
"54444","1088","2485"
"54445","6425","3100"
"54446","6425","3110"
"54447","6425","3862"
"54448","5224","2180"
"54449","5224","2485"
"54450","12152","1120"
"54451","12152","2840"
"54453","12557","1120"
"54454","12557","2840"
"54455","10567","3810"
"54456","7269","4810"
"54457","2170","4810"
"54458","10904","3640"
"54459","10904","3651"
"54460","10904","3700"
"54461","2047","1560"
"54462","10600","1000"
"54463","10600","4520"
"54465","5594","4810"
"54466","2174","4810"
"54467","2051","1560"
"54472","7203","940"
"54473","7203","980"
"54474","7203","1530"
"54475","7203","2900"
"54476","7203","2970"
"54477","7203","2980"
"54478","2054","1560"
"54480","6730","4710"
"54481","12019","3780"
"54484","2077","1560"
"54485","7137","2900"
"54486","7137","2980"
"54487","253","980"
"54488","253","2900"
"54489","253","2970"
"54490","12337","4360"
"54491","7572","3810"
"54492","7602","1110"
"54493","7602","2280"
"54494","3901","770"
"54495","3901","4360"
"54496","9115","3720"
"54498","12066","2130"
"54499","12066","3720"
"54500","10794","940"
"54501","10794","2970"
"54502","10794","3070"
"54503","10794","4610"
"54504","10794","4994"
"54505","9907","4710"
"54506","11332","980"
"54507","11332","2970"
"54510","12144","2900"
"54511","12144","2980"
"54512","9559","2970"
"54513","2078","1560"
"54515","8675","3810"
"54516","2083","1560"
"54518","4113","1560"
"54519","2085","1560"
"54520","4291","2900"
"54521","4291","2970"
"54523","2087","1560"
"54531","11565","2370"
"54532","11565","3720"
"54534","9736","3720"
"54535","2089","1560"
"54536","2091","1560"
"54538","2092","1560"
"54542","1247","2650"
"54543","8088","3020"
"54545","2093","1560"
"54549","2094","1560"
"54551","2206","2885"
"54556","1240","3862"
"54557","1240","4300"
"54562","2394","4260"
"54563","2394","4280"
"54564","2394","4650"
"54565","2098","1560"
"54566","11409","980"
"54567","11409","2900"
"54568","11409","2970"
"54569","7885","980"
"54570","7885","2900"
"54571","7885","2970"
"54572","7885","2980"
"54573","10655","860"
"54574","10655","2640"
"54575","10655","3810"
"54576","10655","4590"
"54577","2395","4280"
"54580","2079","1560"
"54585","2101","1560"
"54587","333","1840"
"54588","9507","1010"
"54589","2102","1560"
"54590","9506","4120"
"54591","9083","4590"
"54592","2104","1560"
"54593","5851","940"
"54594","5851","2970"
"54600","9561","2970"
"54601","9561","2980"
"54603","2107","1560"
"54606","10596","940"
"54607","10596","4430"
"54608","2999","4974"
"54609","7805","3810"
"54620","1779","4900"
"54621","1779","4920"
"54622","2110","1560"
"54623","2111","1560"
"54624","2407","1470"
"54625","2112","1560"
"54626","11199","2550"
"54627","8766","3640"
"54628","8766","3650"
"54629","8766","3651"
"54630","8766","3700"
"54632","2117","1560"
"54633","1212","1110"
"54634","2118","1560"
"54638","2120","1560"
"54639","2121","1560"
"54640","8472","740"
"54641","11131","1530"
"54642","11131","2970"
"54646","2115","1560"
"54647","2532","1400"
"54648","2532","1960"
"54649","2532","3460"
"54650","867","3520"
"54654","2048","1560"
"54655","702","1840"
"54656","702","3430"
"54657","4359","1530"
"54666","11296","3720"
"54667","1148","980"
"54668","1148","2900"
"54669","1148","2970"
"54670","1148","2980"
"54671","1148","3120"
"54672","1148","3280"
"54673","1148","4710"
"54674","4433","3720"
"54675","11280","3810"
"54676","12141","980"
"54677","12141","2900"
"54678","12141","2970"
"54679","4303","3870"
"54680","8788","2900"
"54681","8788","2980"
"54682","6947","2090"
"54683","6947","2900"
"54685","8542","830"
"54686","12041","1660"
"54687","12041","4985"
"54688","9825","4520"
"54691","5808","1070"
"54692","5808","4550"
"54694","196","4310"
"54697","2137","1560"
"54698","2139","1560"
"54699","2108","1560"
"54700","2141","1560"
"54702","9368","1000"
"54703","594","4310"
"54706","4876","4130"
"54707","595","4310"
"54716","12057","2180"
"54717","12057","3960"
"54718","11166","4940"
"54719","11772","4250"
"54720","10912","3400"
"54724","1842","740"
"54725","12342","2970"
"54726","11734","3810"
"54727","8386","2160"
"54728","1164","2970"
"54729","1164","2980"
"54730","9251","2970"
"54731","9251","2980"
"54732","11261","980"
"54733","11261","1530"
"54734","11261","2970"
"54737","2489","3720"
"54738","11755","3070"
"54739","11755","3400"
"54740","11755","4670"
"54741","11755","4994"
"54742","9294","1530"
"54743","9294","1570"
"54744","9294","1590"
"54745","9294","1950"
"54746","9295","1530"
"54747","9295","1570"
"54748","9295","1590"
"54749","9295","1950"
"54750","1799","3640"
"54751","1799","3700"
"54752","2503","3720"
"54754","6268","1110"
"54755","6268","1950"
"54756","6268","3350"
"54757","6268","3420"
"54758","9160","3110"
"54759","9160","3280"
"54760","8310","4140"
"54761","8097","840"
"54762","8097","1080"
"54767","8877","3430"
"54768","8877","4480"
"54769","8731","4120"
"54770","9184","4220"
"54771","9418","600"
"54772","9418","630"
"54773","9418","960"
"54774","9418","4210"
"54775","9418","4680"
"54779","2096","1560"
"54780","140","740"
"54781","140","1110"
"54782","140","2970"
"54783","140","2980"
"54784","140","3420"
"54785","140","4010"
"54786","140","4230"
"54792","6863","2390"
"54793","6863","2990"
"54794","6863","3800"
"54795","6863","4670"
"54797","9796","2390"
"54798","9796","2990"
"54799","9796","3800"
"54800","9796","4670"
"54806","12147","1530"
"54807","12147","1570"
"54808","12147","1590"
"54810","12558","2390"
"54811","12558","2990"
"54812","12558","3800"
"54813","12558","4670"
"54822","11158","4230"
"54827","9333","1530"
"54828","9333","1570"
"54829","9333","1590"
"54830","11122","1530"
"54831","11122","1570"
"54832","11122","1590"
"54833","3540","3720"
"54834","11123","1530"
"54835","11123","1570"
"54836","11123","1590"
"54839","6263","2540"
"54840","6263","2550"
"54841","6263","2560"
"54842","4521","4230"
"54843","4521","4430"
"54847","4241","2570"
"54848","12137","770"
"54849","12137","980"
"54850","12137","2900"
"54851","12137","2970"
"54852","9740","1420"
"54853","9740","4140"
"54854","9740","4680"
"54855","8786","510"
"54856","6969","2970"
"54857","12466","2420"
"54858","12466","4140"
"54860","10698","1950"
"54864","8406","3720"
"54868","7961","1860"
"54869","7961","2320"
"54870","7961","2730"
"54871","7961","3840"
"54872","7961","4140"
"54873","7961","4490"
"54874","7961","4680"
"54875","9229","740"
"54876","7423","2180"
"54877","5616","4790"
"54878","12296","940"
"54879","12296","1530"
"54880","12296","4010"
"54881","11353","2200"
"54882","6431","510"
"54883","6431","520"
"54884","6431","580"
"54885","6431","610"
"54886","6431","660"
"54887","7618","1120"
"54888","12361","3340"
"54889","12361","4994"
"54890","11937","4590"
"54891","10717","2200"
"54895","400","4967"
"54897","8622","4974"
"54902","10843","980"
"54903","10843","2280"
"54904","10843","2970"
"54905","10843","3280"
"54906","12274","980"
"54907","12274","2280"
"54908","12274","2970"
"54909","12274","3280"
"54910","12476","980"
"54911","12476","2970"
"54912","9480","1370"
"54913","9480","1600"
"54914","12085","1600"
"54915","12085","3210"
"54916","12085","4140"
"54917","12086","1600"
"54918","12086","3210"
"54919","12086","4140"
"54924","11917","1090"
"54925","11368","2160"
"54926","11368","2180"
"54935","3809","3810"
"54938","6777","980"
"54939","2460","3720"
"54940","12047","2970"
"54941","11802","1120"
"54942","11539","1770"
"54943","11539","3840"
"54944","1639","3810"
"54947","9379","2540"
"54948","8467","1370"
"54950","661","1370"
"54954","1966","1030"
"54955","1966","4120"
"54957","8519","860"
"54958","1607","4620"
"54959","9688","940"
"54960","9688","2970"
"54962","11628","4620"
"54965","69","2900"
"54966","69","4010"
"54969","11627","4620"
"54970","12006","890"
"54971","6616","660"
"54972","1224","4430"
"54976","520","4971"
"54980","11250","2280"
"54981","11250","2360"
"54982","11250","3810"
"54983","8785","4140"
"54985","693","3680"
"54986","693","4290"
"54987","6860","3020"
"54988","8485","1110"
"54989","8485","3420"
"54990","9447","4984"
"54991","246","3720"
"54992","8067","2280"
"55000","11264","2970"
"55001","2084","1560"
"55002","1404","4230"
"55003","7348","2030"
"55004","7348","3720"
"55005","9774","980"
"55006","9774","2970"
"55007","8108","3420"
"55008","3122","1110"
"55009","3122","3420"
"55010","3616","3810"
"55013","11177","3810"
"55014","11590","2550"
"55015","3463","1560"
"55016","2889","3810"
"55025","1784","4330"
"55026","8416","980"
"55027","8416","2900"
"55028","8416","2970"
"55031","6968","980"
"55032","6968","2900"
"55033","6968","2970"
"55034","12038","3810"
"55035","6406","4280"
"55036","3613","4250"
"55037","3802","940"
"55038","3802","980"
"55039","3802","2280"
"55040","1988","3820"
"55041","9178","2160"
"55043","816","3900"
"55045","3806","3720"
"55046","2604","3500"
"55047","2604","4630"
"55051","7650","4610"
"55052","3963","3420"
"55053","9285","2900"
"55054","9285","2970"
"55055","9864","980"
"55056","9864","2900"
"55057","9864","2970"
"55058","7582","980"
"55059","7582","2900"
"55060","7582","2970"
"55061","7582","2980"
"55064","12116","980"
"55065","12116","2900"
"55066","12116","2970"
"55067","9842","980"
"55068","9842","2970"
"55069","4286","980"
"55070","4286","2900"
"55071","4286","2980"
"55072","2138","1560"
"55074","12288","3810"
"55075","12450","1600"
"55076","10749","3720"
"55077","7257","3810"
"55078","1619","3810"
"55079","3279","4430"
"55080","9716","4120"
"55081","11625","960"
"55082","9715","4120"
"55083","6943","3810"
"55084","8932","3720"
"55085","10849","4250"
"55086","9669","3810"
"55088","5725","4761"
"55089","9441","4950"
"55090","6562","980"
"55091","6562","2900"
"55092","6562","2970"
"55093","546","5008"
"55094","9554","3340"
"55095","12035","940"
"55096","12035","980"
"55097","3568","2900"
"55098","3568","2980"
"55104","6151","4751"
"55108","7366","980"
"55109","7366","1530"
"55110","7366","2900"
"55111","7366","2970"
"55112","7366","2980"
"55114","9562","770"
"55115","9562","2980"
"55116","650","4020"
"55117","637","4030"
"55118","9780","940"
"55119","9780","4010"
"55124","9238","980"
"55125","9238","2970"
"55128","11165","2970"
"55129","11165","2980"
"55132","11908","2970"
"55133","11908","2980"
"55134","9242","2980"
"55135","7652","3720"
"55137","11200","980"
"55138","11200","2900"
"55139","11200","2970"
"55140","11201","3810"
"55141","10844","1530"
"55142","10844","1570"
"55143","8825","2970"
"55144","8825","2980"
"55145","8825","3340"
"55146","3710","2540"
"55147","3710","2550"
"55148","10694","4520"
"55154","496","2940"
"55155","7578","1240"
"55156","7578","1600"
"55157","7578","2390"
"55158","7578","2940"
"55159","7578","3640"
"55160","525","2940"
"55161","48","1550"
"55162","48","2940"
"55163","526","1490"
"55164","526","2940"
"55165","1999","740"
"55166","5514","740"
"55167","9520","740"
"55168","9521","740"
"55169","2347","1490"
"55170","2347","2940"
"55171","2347","3210"
"55172","9389","630"
"55173","97","4220"
"55174","651","4020"
"55177","1321","2040"
"55178","1321","4140"
"55179","6545","520"
"55180","6545","612"
"55181","6545","1090"
"55182","6626","3110"
"55183","1524","1630"
"55184","1524","2990"
"55185","1524","3060"
"55186","764","4190"
"55187","3349","2280"
"55188","9654","740"
"55192","8070","4700"
"55197","2157","4751"
"55198","11141","980"
"55199","11141","2900"
"55200","11141","2970"
"55201","2153","4751"
"55202","9884","980"
"55203","9884","2900"
"55204","9884","2970"
"55205","9884","3120"
"55210","11649","3720"
"55211","4185","3110"
"55212","4185","3600"
"55213","4185","3862"
"55214","11025","1280"
"55215","8883","2900"
"55216","8883","2980"
"55217","8293","1280"
"55218","6854","3500"
"55219","9286","740"
"55221","12060","2600"
"55222","4035","740"
"55223","11570","1120"
"55224","11570","4530"
"55227","12520","1930"
"55229","1623","770"
"55230","1623","3810"
"55235","7820","4590"
"55236","11960","2970"
"55238","11282","2970"
"55239","2796","770"
"55240","2796","1120"
"55241","2796","2890"
"55242","2796","3810"
"55243","2796","4610"
"55246","2702","2120"
"55247","11008","2600"
"55248","11008","2640"
"55251","171","4120"
"55252","2127","1560"
"55253","2946","1550"
"55254","2946","1660"
"55255","2135","1560"
"55256","2069","1550"
"55257","2069","1660"
"55258","3053","2600"
"55259","3053","2650"
"55260","11416","3340"
"55261","11416","3470"
"55262","11825","3810"
"55267","11650","1780"
"55269","11314","4180"
"55270","11314","4190"
"55271","11314","4200"
"55272","11314","4210"
"55273","11314","4220"
"55274","1750","3060"
"55280","8811","1530"
"55284","5563","1550"
"55285","1694","1530"
"55286","1694","2970"
"55287","11054","3110"
"55288","11054","4070"
"55289","8407","2180"
"55290","1399","940"
"55291","1399","980"
"55292","1399","1090"
"55293","1399","1530"
"55294","1399","1950"
"55295","1399","2970"
"55296","1399","3350"
"55297","1399","3420"
"55298","1399","4640"
"55299","3886","980"
"55300","2411","1470"
"55301","6560","4540"
"55302","675","1370"
"55303","1343","1110"
"55304","1343","3360"
"55305","1343","4540"
"55310","6172","1110"
"55311","6172","3360"
"55312","6172","4540"
"55313","7476","1110"
"55314","7476","3360"
"55315","7476","4540"
"55316","8404","1110"
"55317","8404","3360"
"55318","8404","4540"
"55323","9091","1110"
"55324","9091","3360"
"55325","9091","4540"
"55326","9284","1110"
"55327","9284","3360"
"55328","9284","4540"
"55329","10636","1110"
"55330","10636","3360"
"55331","10636","4540"
"55335","11267","1110"
"55336","11267","3360"
"55337","11267","4540"
"55338","494","4964"
"55339","8884","1700"
"55340","1266","4010"
"55341","6254","1620"
"55342","9522","3640"
"55343","9522","3651"
"55348","9850","4140"
"55349","859","4020"
"55350","11828","980"
"55351","11828","2970"
"55352","11828","2980"
"55353","4484","4020"
"55355","4046","4020"
"55359","2167","4020"
"55360","2168","4020"
"55365","11074","4010"
"55366","4964","4974"
"55370","307","4060"
"55371","8447","980"
"55372","8447","2900"
"55373","8447","2970"
"55374","232","1920"
"55375","232","4060"
"55376","397","3100"
"55377","397","3110"
"55378","397","5004"
"55379","12135","1530"
"55380","12135","2970"
"55381","12135","2980"
"55384","8596","1490"
"55386","2335","1490"
"55392","1168","3100"
"55394","2336","1490"
"55400","6694","630"
"55401","6694","2370"
"55402","6694","3390"
"55403","6694","3395"
"55404","6694","4560"
"55405","2337","1490"
"55406","2338","1490"
"55411","2339","1490"
"55413","2240","2885"
"55417","9045","720"
"55419","10702","720"
"55420","11559","720"
"55426","11886","2550"
"55428","12534","2550"
"55434","5230","2090"
"55435","5230","2900"
"55436","5230","2970"
"55441","12321","980"
"55442","12321","2900"
"55443","12321","2970"
"55446","11153","4610"
"55449","2697","3420"
"55453","7541","2420"
"55454","7541","4140"
"55455","6123","3862"
"55456","12322","980"
"55457","12322","2900"
"55458","12322","2970"
"55459","12322","2980"
"55460","2983","1840"
"55463","811","3020"
"55464","2001","4080"
"55468","2000","3910"
"55469","1482","610"
"55470","1482","611"
"55471","1482","612"
"55474","12334","1530"
"55475","3894","1530"
"55477","11996","980"
"55478","11996","2900"
"55479","11996","2970"
"55480","11996","2980"
"55486","11255","980"
"55487","11255","1530"
"55488","11255","2970"
"55489","11006","980"
"55490","11608","3810"
"55491","11298","980"
"55492","11298","2970"
"55494","6981","980"
"55495","6981","2970"
"55496","6981","2980"
"55498","9118","980"
"55500","11364","1880"
"55501","8423","2050"
"55502","8423","3720"
"55503","11832","4140"
"55505","9448","3020"
"55506","7890","3720"
"55507","11231","3420"
"55508","3618","1470"
"55509","3618","3720"
"55511","1847","740"
"55512","2565","3460"
"55515","1594","4560"
"55516","1594","4950"
"55517","6421","4690"
"55518","1275","4010"
"55519","11522","1600"
"55520","11522","3040"
"55521","11522","3430"
"55522","11522","4220"
"55523","5255","2360"
"55524","7905","2370"
"55525","7905","3720"
"55526","11804","2180"
"55527","11804","3950"
"55529","5500","1610"
"55531","3909","980"
"55532","3909","2980"
"55533","3909","2900"
"55534","11583","1240"
"55535","11583","1600"
"55536","8716","3810"
"55537","8671","980"
"55538","8671","2970"
"55539","8671","2900"
"55540","8001","540"
"55541","8001","1670"
"55542","8001","2210"
"55543","8001","2330"
"55544","8001","2710"
"55553","7205","2090"
"55554","7205","2970"
"55555","7205","2980"
"55556","3461","3651"
"55557","3461","4340"
"55558","3461","4540"
"55562","4141","1600"
"55563","4141","3430"
"55564","4141","4220"
"55565","6257","4220"
"55566","9265","2980"
"55567","1764","1700"
"55569","5166","4810"
"55570","7499","540"
"55571","7499","1670"
"55572","7499","3000"
"55573","7499","3020"
"55574","7499","4400"
"55580","11285","540"
"55581","11285","1670"
"55582","11285","3000"
"55583","11285","3020"
"55584","11285","4400"
"55585","9845","2280"
"55586","12168","540"
"55587","12168","1670"
"55588","12168","3000"
"55589","12168","3020"
"55590","12168","4400"
"55591","3784","3410"
"55592","8553","3720"
"55593","12408","1090"
"55594","12408","3950"
"55595","12159","4220"
"55597","1165","2980"
"55598","9835","2980"
"55607","7670","4120"
"55608","3229","2960"
"55609","3625","4120"
"55610","2017","4120"
"55611","877","1530"
"55612","877","2970"
"55613","877","2980"
"55614","2344","1490"
"55615","3888","4120"
"55616","4106","1110"
"55617","4106","2200"
"55618","4106","2580"
"55619","4106","3420"
"55621","2332","1490"
"55623","3033","4120"
"55628","3813","1470"
"55629","3813","3720"
"55631","3492","3720"
"55632","11796","4630"
"55633","7721","3510"
"55638","5531","4120"
"55639","6225","1490"
"55640","6226","1490"
"55645","2020","4120"
"55646","12482","1120"
"55647","12482","2540"
"55648","12482","3850"
"55649","12482","4880"
"55655","7918","4120"
"55657","12277","2980"
"55658","12277","2900"
"55659","9563","2200"
"55661","11367","4120"
"55662","6986","3420"
"55663","9663","4590"
"55664","3376","3720"
"55665","3376","4985"
"55667","9870","980"
"55668","3904","4130"
"55670","11666","3720"
"55671","11400","1530"
"55672","11361","2030"
"55673","11361","3720"
"55674","11361","4985"
"55676","8000","1530"
"55677","8000","1570"
"55678","8000","1590"
"55679","8000","4380"
"55688","6452","930"
"55689","6452","1250"
"55690","3040","2540"
"55691","3040","2550"
"55692","12002","1700"
"55695","11647","4590"
"55696","12174","612"
"55697","12174","4070"
"55698","6971","4120"
"55699","9357","2040"
"55700","9357","2330"
"55701","9357","4140"
"55702","6726","4150"
"55703","3621","2320"
"55704","3621","4140"
"55705","3621","4490"
"55706","3621","4640"
"55707","3621","4680"
"55708","9266","980"
"55709","9266","2970"
"55711","8603","4030"
"55712","9128","980"
"55713","9128","2970"
"55720","3456","750"
"55721","3456","3510"
"55722","6894","1530"
"55723","6894","2900"
"55724","846","960"
"55725","846","1680"
"55727","8831","2870"
"55728","8831","3840"
"55729","8831","4140"
"55730","9260","2980"
"55732","11403","4010"
"55733","11830","1420"
"55734","11830","1860"
"55735","11830","2320"
"55736","11830","3040"
"55737","11830","4140"
"55738","8080","3810"
"55739","9185","4220"
"55742","840","1930"
"55743","840","2710"
"55754","10684","1860"
"55755","10684","4140"
"55756","10684","4640"
"55757","12443","3840"
"55760","9046","4140"
"55761","9046","4680"
"55762","3796","1530"
"55763","11931","4140"
"55776","8955","3810"
"55779","8031","580"
"55780","3211","2970"
"55781","3211","2980"
"55798","8869","4520"
"55799","4166","1680"
"55807","11541","3420"
"55808","11541","4700"
"55814","11269","980"
"55815","11269","1600"
"55816","11269","3280"
"55819","2817","3470"
"55821","6896","4140"
"55827","7210","2420"
"55828","7210","4140"
"55829","7210","4640"
"55835","8924","1420"
"55836","8924","1860"
"55837","8924","2320"
"55838","8924","4140"
"55839","8924","4640"
"55840","10680","4140"
"55842","12560","4140"
"55846","2461","3720"
"55848","5203","1630"
"55849","7691","3810"
"55856","476","2940"
"55857","676","1370"
"55859","2052","1560"
"55860","8830","3280"
"55862","2160","1340"
"55863","2160","2885"
"55864","9138","4973"
"55867","422","3780"
"55875","12523","1600"
"55876","12523","3430"
"55877","12523","4220"
"55880","95","1530"
"55883","4482","4810"
"55886","11887","4810"
"55892","1576","4973"
"55896","1577","4973"
"55897","1578","4973"
"55900","9838","980"
"55901","6508","3710"
"55912","2142","1560"
"55913","6227","1490"
"55914","11897","3420"
"55915","7658","940"
"55916","7658","2900"
"55917","7658","2980"
"55918","11086","570"
"55919","11086","3720"
"55926","6617","4220"
"55927","6617","4560"
"55928","1386","2550"
"55929","1386","2560"
"55930","3789","2550"
"55931","3789","2560"
"55932","7201","2550"
"55933","7201","2560"
"55934","12186","3400"
"55935","12186","4610"
"55954","11881","3820"
"55961","9898","940"
"55962","9898","1530"
"55964","12561","4250"
"55965","7753","4250"
"55966","7901","4250"
"55967","6142","4250"
"55968","11478","4250"
"55969","11479","4250"
"55970","9731","980"
"55971","9731","2900"
"55972","9731","2970"
"55973","11769","4250"
"55974","11770","4250"
"55976","11799","4250"
"55977","7011","4250"
"55978","11760","4950"
"55979","1996","3820"
"55981","8941","940"
"55982","8941","1110"
"55983","8941","2280"
"55984","8941","2970"
"55985","8941","3420"
"55986","1170","2280"
"55987","1170","3420"
"55994","4292","940"
"55995","4292","1110"
"55996","4292","2280"
"55997","7209","1740"
"55998","7382","1920"
"56000","1362","610"
"56001","1362","2540"
"56002","1362","2550"
"56003","1362","2710"
"56004","1362","3700"
"56007","6705","3810"
"56008","11716","2200"
"56009","11716","4630"
"56011","12427","3720"
"56018","10709","2320"
"56019","10709","2570"
"56020","10709","3020"
"56021","9135","1900"
"56022","9135","3862"
"56026","2348","3210"
"56029","2042","1550"
"56030","2042","1660"
"56033","11432","1570"
"56034","11432","1950"
"56035","11432","2070"
"56036","11942","1110"
"56037","11942","4430"
"56038","8086","1090"
"56039","739","4210"
"56040","739","4880"
"56043","7949","2120"
"56044","6474","2280"
"56045","6474","2580"
"56048","1783","1700"
"56049","1783","4330"
"56062","677","1370"
"56063","2359","2030"
"56064","2359","3720"
"56065","437","3780"
"56066","11620","1260"
"56067","11620","1420"
"56068","11620","1860"
"56069","11620","2320"
"56070","11620","3050"
"56071","11620","3840"
"56072","11620","3850"
"56073","11620","4140"
"56077","11864","1670"
"56079","7684","4140"
"56084","9040","2390"
"56085","9040","2990"
"56086","9040","4974"
"56087","6567","4974"
"56104","562","4972"
"56109","358","4975"
"56120","1387","720"
"56121","1387","1110"
"56122","1387","1730"
"56123","1387","1860"
"56124","1387","3350"
"56125","1387","4640"
"56126","1387","4910"
